1
-0,04
0,406742693677247
-0,370270317134145
-0,131813954950247
0,134534624194081
-0,296748725334175
0,289181275556214
0,477646101543287
0,392808895532704
0,115940003882525
0,47082818439576
-0,0640986370038515
0,406253467308789
0,245180378523391
0,31126106422362
-0,232560649293336
0,0678572690219431
0,449414717706283
-0,190390374714945
-0,205681314425494
-0,422112756289801
-0,0348747136738921
-0,280857143408722
0,376719919177389
-0,198227778279261
-0,162132004228595
0,320382672951372
0,0510217273855433
0,23715903800771
0,43326624023628
0,157196989517408
0,258232706981021
0,217547920381744
0,255749597830167
0,40338907899457
-0,16672324981111
-0,0191866558516576
0,393412818632017
-0,359918779659117
-0,0857221706578473
-0,355169447590199
-0,341449956526697
-0,138868084390082
-0,419397089696007
0,331037062776301
0,00749221028098922
-0,415466633909331
0,399480235536456
-0,116298279999032
-0,1733330116646
0,103004719102658
-0,0401783347346666
-0,222753668548562
0,306363370401772
-0,277982172219407
-0,447193844028941
0,218377578583589
-0,260035945741641
-0,444916968285748
-0,191870416822319
-0,131557223451318
-0,27558650254649
-0,210353141416298
0,463561889641073
